"No.","Time","Source","Destination","Protocol","Length","Info"
"2871","497.682512","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","87","Application Data"
"2872","497.682945","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","342","Application Data"
"2873","497.683158","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2874","497.683222","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2875","497.785968","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","352","Application Data"
"2876","497.785968","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  49466 [ACK] Seq=4413 Ack=2410 Win=8192 Len=0"
"2877","497.785968","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","175","Application Data"
"2878","497.785968","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","252","Application Data"
"2879","497.804717","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","299","Application Data"
"2880","497.841386","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","335","Application Data"
"2881","497.895827","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","175","Application Data"
"2882","497.945006","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TCP","74","49466  >  443 [ACK] Seq=2896 Ack=4793 Win=64768 Len=0"
"2883","497.945693","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","251","Application Data"
"2884","497.991263","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TCP","74","49466  >  443 [ACK] Seq=2896 Ack=4970 Win=64512 Len=0"
"2885","499.221602","192.168.101.3","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"2886","499.221602","fe80::ab:79ff:fe88:d518","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question"
"2887","499.221602","192.168.101.3","224.0.0.251","MDNS","119","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"2888","499.221602","fe80::ab:79ff:fe88:d518","ff02::fb","MDNS","139","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"2889","499.221602","192.168.101.3","224.0.0.251","MDNS","119","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"2890","499.221602","fe80::ab:79ff:fe88:d518","ff02::fb","MDNS","139","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"2891","500.245562","192.168.101.3","224.0.0.251","MDNS","119","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"2892","500.245562","fe80::ab:79ff:fe88:d518","ff02::fb","MDNS","139","Standard query 0x0002 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"2893","500.296158","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2894","500.296250","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2895","502.189388","192.168.101.3","192.168.101.255","UDP","82","57621  >  57621 Len=40"
"2896","502.293691","fe80::1","fe80::f036:1b87:d1eb:960a","ICMPv6","86","Neighbor Solicitation for fe80::f036:1b87:d1eb:960a from 74:54:6b:49:83:8c"
"2897","502.293902","fe80::f036:1b87:d1eb:960a","fe80::1","ICMPv6","86","Neighbor Advertisement fe80::f036:1b87:d1eb:960a (sol, ovr) is at 14:13:33:df:75:0d"
"2898","502.394019","fe80::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","ICMPv6","86","Neighbor Solicitation for 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed from 74:54:6b:49:83:8c"
"2899","502.394379","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","fe80::1","ICMPv6","86","Neighbor Advertisement 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed (sol, ovr) is at 14:13:33:df:75:0d"
"2900","503.008234","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2901","503.008360","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2902","504.034672","20.33.105.0","192.168.101.13","TCP","60","[TCP Dup ACK 1328#4] 443  >  52503 [ACK] Seq=1 Ack=1 Win=1 Len=0"
"2903","504.035061","192.168.101.13","20.33.105.0","TCP","54","[TCP Dup ACK 1330#4] 52503  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"2904","506.592692","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2905","506.592778","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2906","506.592853","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2907","509.255106","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2908","509.255203","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2909","509.255263","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2910","511.917663","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2911","511.917746","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2912","511.917804","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2913","515.501777","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2914","515.501889","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2915","515.501979","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2916","518.164333","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2917","518.164423","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2918","518.164501","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2919","521.748489","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2920","521.748595","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2921","521.748662","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2922","524.410996","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2923","524.411092","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2924","524.411163","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2925","527.073508","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2926","527.073606","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2927","527.073677","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2928","530.657654","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2929","530.657746","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2930","532.193450","192.168.101.3","192.168.101.255","UDP","82","57621  >  57621 Len=40"
"2931","533.320126","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2932","533.320224","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2933","535.982626","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2934","535.982710","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2935","539.566813","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2936","539.566906","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2937","542.229272","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2938","542.229369","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2939","545.813324","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2940","545.813409","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2941","547.759036","192.168.101.3","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2942","548.475904","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2943","548.476008","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2944","551.138486","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2945","551.138578","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2946","554.722532","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2947","554.722629","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2948","554.722689","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2949","557.385047","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2950","557.385142","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2951","557.385216","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2952","560.047584","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2953","560.047682","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2954","560.047755","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.3? Tell 192.168.101.1"
"2955","562.198069","192.168.101.3","192.168.101.255","UDP","82","57621  >  57621 Len=40"
"2956","563.631536","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2957","563.631633","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2958","566.294164","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2959","566.294272","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2960","568.956673","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2961","568.956763","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2962","572.540862","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2963","572.540953","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2964","575.203524","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"2965","575.203619","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"2966","575.907191","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","94","Standard query 0x7df7 A ecs.office.com"
"2967","575.907218","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","94","Standard query 0x9ee5 AAAA ecs.office.com"
"2968","576.002121","192.168.101.13","45.238.181.3","DNS","74","Standard query 0x7df7 A ecs.office.com"
"2969","576.002121","192.168.101.13","45.238.181.3","DNS","74","Standard query 0x9ee5 AAAA ecs.office.com"
"2970","576.002654","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","275","Standard query response 0x7df7 A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14"
"2971","576.002654","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","299","Standard query response 0x9ee5 AAAA ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net AAAA 2603:1063:27:1::14 AAAA 2603:1063:27:2::14"
"2972","576.014975","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TCP","86","51554  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"2973","576.022119","45.238.181.3","192.168.101.13","DNS","279","Standard query response 0x9ee5 AAAA ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net AAAA 2603:1063:27:2::14 AAAA 2603:1063:27:1::14"
"2974","576.124569","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","443  >  51554 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"2975","576.124569","45.238.181.3","192.168.101.13","DNS","255","Standard query response 0x7df7 A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME dual-s-0005-office.config.skype.com CNAME ecs-office.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.129.14 A 52.123.128.14"
"2976","576.124939","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TCP","74","51554  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2977","576.128652","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TLSv1.2","253","Client Hello (SNI=ecs.office.com)"
"2978","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  51554 [ACK] Seq=1 Ack=180 Win=4194048 Len=0"
"2979","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=1 Ack=180 Win=4194048 Len=1432 [TCP PDU reassembled in 2983]"
"2980","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=1433 Ack=180 Win=4194048 Len=1432 [TCP PDU reassembled in 2983]"
"2981","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=2865 Ack=180 Win=4194048 Len=1432 [TCP PDU reassembled in 2983]"
"2982","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=4297 Ack=180 Win=4194048 Len=1432 [TCP PDU reassembled in 2983]"
"2983","576.329736","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","320","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"2984","576.340175","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TLSv1.2","232","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2985","576.432084","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  51554 [ACK] Seq=5975 Ack=338 Win=4193792 Len=0"
"2986","576.432084","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","416","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2987","576.462719","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TCP","1474","51554  >  443 [ACK] Seq=338 Ack=6317 Win=65024 Len=1400 [TCP PDU reassembled in 2988]"
"2988","576.462719","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TLSv1.2","356","Application Data"
"2989","576.534178","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  51554 [ACK] Seq=6317 Ack=2020 Win=4193792 Len=0"
"2990","576.534178","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  51554 [ACK] Seq=6317 Ack=1738 Win=4194304 Len=0"
"2991","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","1266","Application Data"
"2992","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=7509 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 2997]"
"2993","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=8941 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 2997]"
"2994","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=10373 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 2997]"
"2995","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=11805 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 2997]"
"2996","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=13237 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 2997]"
"2997","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","1135","Application Data"
"2998","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=15730 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3003]"
"2999","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=17162 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3003]"
"3000","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=18594 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3003]"
"3001","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=20026 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3003]"
"3002","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=21458 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3003]"
"3003","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","101","Application Data"
"3004","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=22917 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3009]"
"3005","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=24349 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3009]"
"3006","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=25781 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3009]"
"3007","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=27213 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3009]"
"3008","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=28645 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3009]"
"3009","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","1135","Application Data"
"3010","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=31138 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3016]"
"3011","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=32570 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3016]"
"3012","576.637359","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=34002 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3016]"
"3013","576.688050","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TCP","74","51554  >  443 [ACK] Seq=2020 Ack=35434 Win=65280 Len=0"
"3014","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=35434 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3016]"
"3015","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=36866 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3016]"
"3016","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","1506","Application Data"
"3017","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=39730 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3022]"
"3018","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=41162 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3022]"
"3019","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=42594 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3022]"
"3020","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=44026 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3022]"
"3021","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=45458 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3022]"
"3022","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","1506","Application Data"
"3023","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=48322 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3025]"
"3024","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","1506","443  >  51554 [ACK] Seq=49754 Ack=2020 Win=4193792 Len=1432 [TCP PDU reassembled in 3025]"
"3025","576.739455","2603:1063:27:1::14","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","986","Application Data"
"3026","576.782690","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1063:27:1::14","TCP","74","51554  >  443 [ACK] Seq=2020 Ack=52098 Win=65280 Len=0"
"3027","576.870043","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","110","Standard query 0x41fc A self.events.data.microsoft.com"
"3028","576.870043","fe80::f036:1b87:d1eb:960a","fe80::1","DNS","110","Standard query 0x4d73 AAAA self.events.data.microsoft.com"
"3029","576.943782","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","240","Standard query response 0x41fc A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdaus03.australiasoutheast.cloudapp.azure.com A 104.46.162.227"
"3030","576.943782","fe80::1","fe80::f036:1b87:d1eb:960a","DNS","276","Standard query response 0x4d73 AAAA self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus18.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"3031","576.955235","192.168.101.13","104.46.162.227","TCP","66","51555  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3032","577.251022","104.46.162.227","192.168.101.13","TCP","66","443  >  51555 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"3033","577.251483","192.168.101.13","104.46.162.227","TCP","54","51555  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
